Sample	posterior	likelihood	prior	pop0.theta	pop1.theta	pop12.theta	TreeHeightLogger	freqParameter.A	freqParameter.C	freqParameter.G	freqParameter.T	rate.AC	rate.AG	rate.AT	rate.CG	rate.GT	mutationRate
264000	-214844.4707	-214827.4511	-17.01961255	0.238554895	0.057867788	0.061371631	0.00565745	0.271440395	0.175511865	0.274257849	0.278789891	2.74E-05	1.381272494	2.54E-07	0.157308718	1.226175446	1
265000	-214844.6198	-214827.5427	-17.07702892	0.225006466	0.061904877	0.059379319	0.005902658	0.271440395	0.175511865	0.274257849	0.278789891	1.35E-05	0.169580569	4.07E-07	0.157308718	0.403041089	1
266000	-214844.3409	-214826.3099	-18.03098076	0.215199138	0.059710154	0.062902814	0.0056935	0.360453947	0.16377104	0.19855087	0.277224143	2.27E-05	0.113360475	9.42E-07	0.550833919	0.403041089	1
267000	-214846.5878	-214827.6535	-18.9342429	0.205114739	0.061674467	0.061726105	0.00564521	0.292825736	0.176521135	0.19855087	0.332102258	2.03E-05	0.03324055	4.23E-07	0.625227901	0.403041089	1
268000	-214845.9898	-214826.6725	-19.31729733	0.230183535	0.06031489	0.061619327	0.005793846	0.292825736	0.222898445	0.203957816	0.280318003	7.07E-06	0.481817418	1.35E-07	0.332626226	0.567497056	1
269000	-214844.0652	-214826.8019	-17.26323963	0.209406903	0.060441528	0.060214577	0.005684028	0.292825736	0.185168816	0.203957816	0.318047632	1.61E-06	0.813896414	2.11E-07	0.332626226	0.514924237	1
270000	-214844.8591	-214825.9632	-18.89596373	0.216837279	0.058056032	0.060998659	0.005609926	0.292825736	0.185168816	0.203957816	0.318047632	2.53E-06	0.248243554	2.43E-07	0.117569602	0.371780624	1
271000	-214846.0519	-214827.9371	-18.11479951	0.232458349	0.058032685	0.063757385	0.005624309	0.25551251	0.255203614	0.203957816	0.28532606	1.37E-07	0.248243554	3.03E-06	0.117569602	0.260767726	1
272000	-214846.9544	-214826.5579	-20.39649528	0.208677062	0.056858796	0.061610999	0.005588469	0.363404189	0.147311934	0.203957816	0.28532606	5.22E-07	0.205705177	1.46E-06	0.544566899	0.490991924	1
273000	-214843.755	-214826.7925	-16.96254092	0.222441048	0.057082718	0.061543938	0.005763236	0.363404189	0.147311934	0.203957816	0.28532606	9.34E-07	0.146067349	3.89E-07	0.544566899	0.47363753	1
274000	-214847.1594	-214828.351	-18.80835964	0.21054544	0.057066172	0.064217657	0.005300476	0.388061618	0.167775131	0.202459527	0.241703724	5.01E-06	0.798252118	1.26E-06	0.374063665	0.345867068	1
275000	-214843.1558	-214826.219	-16.93675452	0.212659759	0.058662777	0.062230096	0.005783835	0.310429149	0.154489249	0.293377879	0.241703724	5.01E-06	0.245427009	1.31E-06	0.582434816	0.345867068	1
276000	-214845.1389	-214826.5938	-18.54517714	0.208578518	0.058945717	0.060601563	0.005602125	0.310429149	0.154489249	0.293377879	0.241703724	3.73E-06	0.400940918	1.22E-06	0.582434816	0.345867068	1
277000	-214844.1667	-214826.1524	-18.01434271	0.219574628	0.060404215	0.060354315	0.005769022	0.310429149	0.154489249	0.293377879	0.241703724	3.73E-06	0.292785868	2.43E-06	0.165831545	0.20844986	1
278000	-214848.1435	-214828.5459	-19.59752056	0.203430508	0.055021121	0.061927139	0.005439548	0.281316355	0.183602043	0.293377879	0.241703724	1.59E-05	0.292785868	1.22E-06	0.293113726	0.207408307	1
279000	-214848.3412	-214830.9219	-17.41924932	0.224826519	0.053979538	0.060655034	0.005282223	0.298684136	0.160552478	0.276010097	0.264753289	1.72E-06	0.580409988	3.60E-07	0.319362479	0.211217165	1
280000	-214847.6743	-214829.8231	-17.85123479	0.203485824	0.061018816	0.064338233	0.005781004	0.251479827	0.160552478	0.278123461	0.309844234	7.42E-06	0.580409988	5.15E-08	0.163848712	0.029136261	1
281000	-214848.2104	-214826.5603	-21.65012967	0.222143623	0.060092334	0.060179428	0.00590818	0.251479827	0.17358428	0.315591328	0.259344565	7.42E-06	0.580409988	4.31E-09	0.163848712	0.064187722	1
282000	-214843.781	-214826.5466	-17.23435635	0.226486905	0.058953542	0.060150657	0.005713844	0.296623413	0.17358428	0.28507699	0.244715317	7.42E-06	0.272280022	1.47E-09	0.049464575	0.084349177	1
283000	-214844.8399	-214825.7744	-19.06549986	0.220173617	0.059055044	0.061340912	0.00576726	0.288787314	0.147908632	0.28507699	0.278227064	1.62E-06	0.259085461	4.20E-10	0.016720599	0.041242426	1
284000	-214849.1103	-214830.4467	-18.66359087	0.212302874	0.055104475	0.060104321	0.005330938	0.288787314	0.151053929	0.28507699	0.275081767	3.98E-07	0.305695641	3.76E-10	0.061958391	0.041242426	1
285000	-214847.2252	-214827.0582	-20.16706306	0.23075085	0.057377459	0.060625776	0.005690129	0.291519871	0.176427577	0.259703342	0.27234921	2.68E-07	0.305695641	1.88E-10	0.212384293	0.694003849	1
286000	-214843.4437	-214826.089	-17.35475263	0.21968716	0.06006625	0.060340628	0.00579226	0.318159226	0.149788222	0.259703342	0.27234921	2.68E-07	1.115455106	3.88E-11	0.380864964	0.439474092	1
287000	-214846.8711	-214827.7174	-19.1537599	0.219773354	0.062431989	0.061344325	0.006022032	0.317088652	0.149788222	0.259703342	0.273419784	6.16E-07	1.166854264	3.88E-11	0.380864964	0.439474092	1
288000	-214848.5535	-214831.0396	-17.51388062	0.197792773	0.055217261	0.065165573	0.005214127	0.317088652	0.149788222	0.271647644	0.261475482	6.16E-07	1.054723288	3.88E-11	0.380864964	0.439474092	1
289000	-214845.4932	-214826.0157	-19.47752316	0.212077709	0.059293811	0.062558086	0.005634563	0.36783976	0.133253422	0.221708221	0.277198597	6.16E-07	1.054723288	3.88E-11	0.21083341	0.177180925	1
290000	-214845.0113	-214826.9371	-18.07410944	0.21055447	0.059882002	0.060353325	0.005936187	0.36783976	0.133253422	0.221708221	0.277198597	5.07E-07	1.400024443	7.65E-11	0.680832787	0.177180925	1
291000	-214846.3169	-214826.5341	-19.78281146	0.218229769	0.057132259	0.062132316	0.005732737	0.293090259	0.133253422	0.296457722	0.277198597	1.26E-07	4.067489564	1.30E-11	0.291616024	0.072363991	1
292000	-214848.4548	-214828.6617	-19.79303106	0.226128779	0.060859879	0.059807616	0.005568334	0.266444686	0.179857728	0.27649899	0.277198597	1.26E-07	4.474935656	1.30E-11	0.291616024	0.072363991	1
293000	-214848.2656	-214828.7207	-19.54491012	0.20843435	0.063714079	0.059518217	0.005958528	0.315736729	0.177450766	0.229613908	0.277198597	4.80E-07	1.149726114	1.30E-11	0.406159604	0.300845286	1
294000	-214849.2162	-214828.58	-20.6361268	0.208250302	0.06075822	0.061076494	0.006098849	0.315736729	0.177450766	0.229613908	0.277198597	4.59E-07	0.388856522	1.27E-11	0.406159604	0.12501241	1
295000	-214845.5286	-214827.4744	-18.05421845	0.201222212	0.057883306	0.061939799	0.00575051	0.230079616	0.177450766	0.229613908	0.36285571	4.59E-07	1.671681366	4.94E-12	1.66411389	0.13972377	1
296000	-214848.1964	-214827.717	-20.47933825	0.211089277	0.060713207	0.060300305	0.005568084	0.230079616	0.263119833	0.229613908	0.277186643	6.47E-08	1.671681366	5.32E-12	0.46388063	0.099271323	1
297000	-214845.5159	-214828.1861	-17.3298006	0.230149219	0.060004915	0.059861098	0.006034434	0.300587662	0.169890918	0.229613908	0.299907513	6.60E-08	2.018152905	7.68E-13	0.826659229	0.07338874	1
298000	-214847.2405	-214828.9293	-18.31112751	0.237980625	0.058796293	0.063583208	0.005511665	0.300587662	0.169890918	0.229613908	0.299907513	1.01E-07	1.75585963	5.09E-13	0.826659229	0.159782478	1
299000	-214845.3688	-214826.7533	-18.61547568	0.223265043	0.060818446	0.061294033	0.005634083	0.300587662	0.180670301	0.215563853	0.303178184	1.01E-07	1.244583866	4.13E-13	2.135754946	0.159782478	1
300000	-214843.4433	-214826.3228	-17.12058423	0.22418967	0.060016988	0.060232197	0.005762329	0.300587662	0.180670301	0.215563853	0.303178184	1.74E-07	1.244583866	1.50E-12	1.52729884	0.303600247	1
301000	-214847.5366	-214828.5729	-18.96361729	0.205057827	0.056322473	0.061537705	0.005317789	0.300587662	0.180670301	0.220957175	0.297784862	1.74E-07	1.244583866	1.48E-12	0.417907024	0.136138099	1
302000	-214844.6786	-214826.4581	-18.22050408	0.208296371	0.058140853	0.060791516	0.005628264	0.335882999	0.163300976	0.2383265	0.262489526	1.13E-07	1.31090019	4.39E-12	0.170764783	0.549709366	1
303000	-214843.5407	-214826.0749	-17.46582727	0.208356938	0.059690469	0.061145968	0.00571569	0.335882999	0.163300976	0.283752432	0.217063594	2.02E-07	0.9690322	4.39E-12	1.414999522	1.021190519	1
304000	-214845.2184	-214827.7595	-17.45886138	0.228243985	0.061757052	0.062290065	0.005751911	0.292999391	0.163300976	0.283752432	0.259947201	1.32E-07	0.498664951	3.82E-12	1.414999522	0.126496441	1
305000	-214845.4878	-214828.37	-17.11784427	0.214393552	0.059756183	0.05900187	0.005625026	0.306590112	0.163300976	0.268676535	0.261432376	4.95E-07	0.127318062	2.43E-12	1.414999522	0.126496441	1
306000	-214847.7663	-214826.7418	-21.0244935	0.220566064	0.056498456	0.062812201	0.005639489	0.346866206	0.163300976	0.228400442	0.261432376	2.13E-06	0.23463713	6.45E-12	1.414999522	0.457537815	1
307000	-214845.5573	-214827.6547	-17.90260929	0.208524082	0.059239885	0.060191051	0.005955474	0.365030641	0.149822324	0.228400442	0.256746592	2.55E-06	0.244339641	1.43E-12	0.318824835	0.798610694	1
308000	-214848.8388	-214832.0118	-16.82699475	0.248795996	0.061806468	0.062390231	0.005971245	0.323944446	0.149822324	0.228400442	0.297832788	3.42E-06	1.223983251	1.56E-12	0.204574042	0.213957245	1
309000	-214848.3904	-214828.1408	-20.24961291	0.22410174	0.058826947	0.064378237	0.005628213	0.323944446	0.149822324	0.264266771	0.261966458	5.53E-06	1.223983251	2.65E-13	0.204574042	0.078273183	1
310000	-214845.1649	-214827.6949	-17.47002039	0.209134122	0.059128516	0.062379178	0.005395187	0.30310606	0.149822324	0.200497054	0.346574561	1.85E-05	1.223983251	3.45E-13	1.30340466	0.04266768	1
311000	-214846.0484	-214827.4668	-18.58157941	0.236336419	0.058136736	0.062401166	0.005534421	0.256918446	0.151069577	0.245437416	0.346574561	1.85E-05	1.223983251	5.35E-13	0.34206373	0.039140079	1
312000	-214844.1601	-214826.9933	-17.16681341	0.207935395	0.05647455	0.06284689	0.005410063	0.262754354	0.151069577	0.245437416	0.340738653	1.22E-05	1.3901704	1.70E-13	0.690233734	0.004860726	1
313000	-214842.9533	-214826.1809	-16.77240097	0.224668747	0.057675295	0.062418254	0.005657439	0.337911669	0.151069577	0.255999133	0.25501962	3.42E-05	1.115694965	1.54E-13	0.580853359	0.007017215	1
314000	-214847.7098	-214827.9431	-19.76668468	0.222775169	0.055988571	0.063264832	0.005287902	0.337911669	0.147172278	0.255999133	0.258916919	2.29E-04	1.347764271	4.21E-13	2.019065509	0.017530385	1
315000	-214844.4633	-214826.0869	-18.37643621	0.220949811	0.058813859	0.060663049	0.005633879	0.337911669	0.147172278	0.255999133	0.258916919	4.62E-04	1.397251527	2.63E-13	0.663718897	0.157514366	1
316000	-214846.4125	-214829.0883	-17.32426415	0.200513389	0.055090549	0.063348763	0.005531668	0.335907945	0.147172278	0.236054213	0.280865564	2.34E-04	0.176163605	6.23E-13	0.276697616	0.253625091	1
317000	-214848.7552	-214830.0334	-18.72178748	0.232702617	0.053827493	0.062569397	0.005543661	0.335907945	0.189126533	0.236054213	0.238911309	1.35E-04	0.144299996	4.75E-13	1.8053497	0.122621617	1
318000	-214850.2639	-214829.3165	-20.94735975	0.235076288	0.06170865	0.058633256	0.005878244	0.316894166	0.148246269	0.276934477	0.257925089	1.42E-04	1.336191154	2.02E-12	4.312758886	1.682063753	1
319000	-214850.4721	-214832.1396	-18.33247869	0.244928547	0.06172997	0.057882059	0.005872899	0.293982593	0.148246269	0.248631835	0.309139302	3.13E-04	0.768691373	2.02E-12	4.233644234	1.682063753	1
320000	-214843.4464	-214826.2125	-17.23390884	0.217218992	0.058041997	0.062837099	0.005498573	0.293982593	0.185325326	0.251219311	0.269472769	7.93E-05	3.380380109	4.00E-12	3.728579906	1.620986996	1
321000	-214845.8798	-214829.0437	-16.83610208	0.234812962	0.06127879	0.058815175	0.005812028	0.282098403	0.18132619	0.267102639	0.269472769	6.91E-05	3.380380109	2.96E-12	4.082554388	0.225075497	1
322000	-214844.8153	-214825.8572	-18.95808561	0.21360784	0.059846089	0.061044232	0.005787762	0.264832552	0.18132619	0.254039087	0.299802171	6.55E-05	0.457092811	1.33E-11	1.013858105	0.731414356	1
323000	-214847.342	-214829.9102	-17.43181256	0.232147742	0.054056499	0.0641342	0.005275335	0.264832552	0.18132619	0.254039087	0.299802171	4.70E-05	1.720612077	1.73E-11	1.08181853	0.925440043	1
324000	-214844.8551	-214827.1662	-17.68887576	0.22681681	0.060554847	0.061719526	0.005586922	0.304148576	0.156553479	0.278811798	0.260486147	3.34E-05	1.265833239	6.63E-11	1.08181853	1.27054752	1
325000	-214847.1239	-214829.5868	-17.53711849	0.198602374	0.056247979	0.063330456	0.005239918	0.298925862	0.161776193	0.278811798	0.260486147	1.61E-06	0.425976606	5.86E-12	1.08181853	1.679768253	1
326000	-214849.1286	-214826.6315	-22.49705168	0.224068225	0.057229201	0.061689725	0.00545762	0.264837286	0.192589902	0.272316229	0.270256583	6.52E-07	0.455754513	9.62E-13	1.213561712	1.109214912	1
327000	-214844.4161	-214826.4049	-18.01128958	0.211591708	0.057560083	0.061434075	0.00573743	0.264837286	0.195483757	0.269422375	0.270256583	1.22E-06	0.455754513	5.90E-12	0.362180482	0.725271564	1
328000	-214847.5898	-214828.346	-19.24374955	0.203823038	0.062285786	0.060016583	0.006012668	0.248085926	0.195483757	0.269422375	0.287007942	1.22E-06	0.455754513	5.90E-12	1.005924151	0.572865599	1
329000	-214851.0338	-214828.4809	-22.55286116	0.207131018	0.063402099	0.059774922	0.005984558	0.248085926	0.172568256	0.269422375	0.309923443	5.02E-06	0.089661754	2.26E-12	1.049309436	0.061583083	1
330000	-214844.453	-214826.7374	-17.71567228	0.219364962	0.057828355	0.063467172	0.005668605	0.240551715	0.172568256	0.276956586	0.309923443	5.02E-06	0.569669129	1.29E-12	0.847381434	0.061583083	1
331000	-214845.2791	-214827.5544	-17.7247322	0.209384299	0.057945323	0.06099185	0.005886536	0.240551715	0.172568256	0.276956586	0.309923443	4.52E-06	0.569669129	4.98E-12	0.847381434	0.363026449	1
332000	-214846.2762	-214828.9362	-17.34006775	0.232946012	0.060261689	0.061266627	0.005474117	0.240551715	0.182326511	0.276956586	0.300165188	4.52E-06	0.426419297	2.34E-12	1.215463213	0.336974042	1
333000	-214848.8569	-214828.8158	-20.04105219	0.211549931	0.05587916	0.064310717	0.005233926	0.260684214	0.128559639	0.276956586	0.333799561	4.52E-06	1.057347474	1.99E-11	0.887025418	0.380533806	1
334000	-214843.9281	-214826.8365	-17.09165427	0.222226758	0.060850452	0.059681219	0.005897036	0.260684214	0.128559639	0.276956586	0.333799561	4.52E-06	0.428137553	6.18E-11	0.887025418	0.380533806	1
335000	-214846.6351	-214829.3119	-17.32318594	0.237911924	0.062624471	0.061115935	0.005776817	0.348547313	0.159217595	0.24629863	0.245936462	2.55E-06	0.428137553	4.39E-11	0.887025418	0.70474943	1
336000	-214846.3084	-214828.423	-17.88540508	0.231620571	0.061371044	0.061878015	0.005598045	0.292925176	0.214839732	0.24629863	0.245936462	2.55E-06	0.428137553	4.39E-11	0.227469203	1.094647039	1
337000	-214846.7286	-214827.1783	-19.55036251	0.21504379	0.061157731	0.059484461	0.005951599	0.298343078	0.214839732	0.240880727	0.245936462	1.63E-06	0.616675059	9.92E-11	0.025296762	1.733034236	1
338000	-214844.8198	-214825.8546	-18.96521234	0.224531079	0.058924738	0.061584197	0.005667881	0.298343078	0.169623894	0.286096565	0.245936462	3.04E-06	0.738786521	8.68E-11	0.025296762	1.733034236	1
339000	-214845.1217	-214826.7366	-18.38509669	0.224753748	0.058864618	0.060824269	0.005891404	0.298343078	0.169623894	0.286096565	0.245936462	5.01E-06	0.738786521	7.33E-11	0.025296762	0.755358346	1
340000	-214847.4048	-214828.5688	-18.83603094	0.198997547	0.056339679	0.063146577	0.005623102	0.298343078	0.213516182	0.286096565	0.202044175	1.31E-06	1.278499541	6.77E-11	0.025296762	0.381847685	1
341000	-214844.3064	-214826.7908	-17.51553775	0.210165587	0.061167104	0.061023528	0.005664003	0.305456737	0.193282275	0.246131436	0.255129552	8.48E-07	0.514476064	2.44E-10	0.026202744	0.359100058	1
342000	-214851.7546	-214831.7699	-19.98462154	0.203550485	0.054394443	0.05997127	0.005424556	0.345115147	0.176072869	0.246131436	0.232680548	8.48E-07	0.514476064	4.02E-10	0.291949041	0.359100058	1
343000	-214846.8249	-214829.1744	-17.65050251	0.218140851	0.057707912	0.062679066	0.005229586	0.2523649	0.187570331	0.300032705	0.260032064	3.24E-07	0.498826374	1.27E-10	0.066004808	0.672811511	1
344000	-214846.1753	-214828.529	-17.64630214	0.210755128	0.063817452	0.060153326	0.006037771	0.276999314	0.187570331	0.275398291	0.260032064	7.92E-07	0.540336221	4.45E-11	0.218477334	0.139975076	1
345000	-214844.6908	-214827.4045	-17.28624239	0.233951707	0.059227051	0.060336722	0.005631523	0.307844689	0.170548298	0.275398291	0.246208722	1.21E-06	0.54514123	1.02E-10	0.859595475	0.115993748	1
346000	-214844.4372	-214826.7273	-17.70991677	0.226003234	0.059823385	0.059835497	0.005761963	0.27542088	0.219715295	0.269913316	0.234950509	1.73E-06	0.319873519	3.40E-11	1.254407616	0.12459468	1
347000	-214843.8976	-214826.5615	-17.33607078	0.21420711	0.061808459	0.0608951	0.005856282	0.28446834	0.195667549	0.293961062	0.225903049	2.54E-06	0.887924966	4.79E-11	0.387339978	0.12459468	1
348000	-214846.3265	-214827.3893	-18.93720736	0.21829313	0.06010605	0.063038504	0.005872302	0.28446834	0.184158261	0.293961062	0.237412337	1.48E-06	0.723586256	3.13E-11	0.013575276	0.12459468	1
349000	-214846.4205	-214829.1674	-17.25313184	0.207176489	0.054735313	0.063817918	0.005563345	0.284908542	0.207029325	0.271089998	0.236972134	4.67E-06	0.071769396	2.79E-11	0.013575276	0.197973683	1
350000	-214845.0194	-214827.8696	-17.14984453	0.235433659	0.060299044	0.060219966	0.005669411	0.284908542	0.207029325	0.271089998	0.236972134	1.96E-05	0.304027053	5.39E-12	0.012002308	0.149018964	1
351000	-214849.2091	-214832.4369	-16.77216853	0.227183872	0.060753648	0.065625753	0.005678445	0.239964956	0.229527536	0.271089998	0.25941751	1.96E-05	0.951981493	4.28E-12	0.093893461	0.018892963	1
352000	-214846.1772	-214826.0464	-20.13078709	0.208519619	0.059287188	0.06156438	0.005630332	0.288763319	0.182096693	0.310990154	0.218149835	2.49E-05	0.951981493	4.03E-12	0.131132947	0.040716792	1
353000	-214846.6322	-214829.1349	-17.49725192	0.201546658	0.061392419	0.05954964	0.00565764	0.288763319	0.182096693	0.310990154	0.218149835	2.49E-05	0.951981493	2.58E-11	0.029213282	0.136887253	1
354000	-214844.3194	-214827.5026	-16.81680365	0.231329824	0.058752684	0.062861961	0.005791278	0.369617985	0.182096693	0.230135487	0.218149835	2.82E-05	0.647009352	6.51E-11	0.648364163	0.170928417	1
355000	-214847.82	-214829.3462	-18.47376526	0.224989366	0.057314944	0.065192203	0.005573183	0.309167334	0.242547343	0.230135487	0.218149835	3.22E-05	0.83271253	6.51E-11	0.354571233	0.170928417	1
356000	-214847.2752	-214825.9532	-21.32204543	0.219361911	0.058821431	0.060600454	0.005731227	0.309167334	0.165582387	0.255512818	0.26973746	4.36E-05	0.505418713	4.99E-11	0.149772986	0.070533102	1
357000	-214845.5013	-214826.4189	-19.08242257	0.215062045	0.059180094	0.06074979	0.005881895	0.309167334	0.19622822	0.224866985	0.26973746	9.25E-06	0.260455051	1.61E-11	0.01946469	0.102939218	1
358000	-214848.1754	-214830.2535	-17.92185253	0.196735324	0.06017894	0.058880686	0.00573775	0.298534697	0.171912872	0.235499622	0.294052808	9.25E-05	0.174040624	1.96E-11	0.01946469	0.102939218	1
359000	-214851.7232	-214834.9852	-16.73792305	0.238747998	0.063701105	0.058505288	0.005614001	0.298534697	0.171912872	0.286367866	0.243184565	7.45E-04	0.11844875	1.70E-11	0.058288511	0.107624852	1
360000	-214843.2016	-214826.3671	-16.83454937	0.212282054	0.061224415	0.060877326	0.005758235	0.298534697	0.207515785	0.286367866	0.207581652	7.45E-04	0.062156146	1.70E-11	0.023393162	0.149975512	1
361000	-214844.5813	-214826.4223	-18.15894779	0.229078696	0.057706624	0.062108714	0.005559512	0.277959414	0.190935556	0.286367866	0.244737164	6.09E-04	0.314871187	1.70E-11	0.023393162	0.184198066	1
362000	-214842.7986	-214825.8854	-16.91322868	0.219076672	0.059579422	0.062219039	0.005726588	0.277959414	0.180580414	0.296723008	0.244737164	4.72E-04	0.030953586	5.90E-11	0.068350875	0.184198066	1
363000	-214846.8249	-214829.8531	-16.97176467	0.241656674	0.058462406	0.059808578	0.005962265	0.277959414	0.180580414	0.296723008	0.244737164	4.72E-04	0.088874691	4.63E-12	0.076632529	0.132189261	1
364000	-214847.7956	-214828.1631	-19.6324724	0.225861458	0.054827073	0.062812821	0.00555523	0.27757551	0.183511109	0.294176217	0.244737164	6.45E-04	0.455207968	5.46E-12	0.29321654	0.23445791	1
365000	-214843.8636	-214826.3667	-17.49686777	0.220632294	0.0590147	0.061805719	0.005513457	0.283278022	0.186918274	0.221890111	0.307913592	5.49E-04	0.47051607	1.59E-12	0.104938629	0.426701652	1
366000	-214845.3167	-214827.1734	-18.14333607	0.228249443	0.061140694	0.062150906	0.00573764	0.283278022	0.186918274	0.221890111	0.307913592	0.001002541	0.028611416	1.83E-12	0.180664194	0.499959343	1
367000	-214846.9496	-214828.3017	-18.64785202	0.220867885	0.06196512	0.062442035	0.005993111	0.283278022	0.188919999	0.236933198	0.29086878	0.002319763	0.061359478	1.56E-12	0.09841787	0.499959343	1
368000	-214845.2407	-214826.1376	-19.10311794	0.214871954	0.058957112	0.062871467	0.005582447	0.283278022	0.188919999	0.236933198	0.29086878	8.38E-04	0.338368565	1.56E-12	0.117046292	0.499959343	1
369000	-214845.4563	-214826.6349	-18.82134804	0.218044084	0.060297007	0.060015141	0.005922876	0.288529242	0.193154604	0.254654621	0.263661532	2.28E-04	0.294650664	9.53E-13	0.117046292	0.446733244	1
370000	-214846.938	-214828.0884	-18.84957496	0.195940811	0.057626429	0.062685923	0.00554427	0.293995848	0.193154604	0.262497427	0.250352121	3.14E-04	1.533769839	4.69E-13	0.198966307	0.230270253	1
371000	-214845.7566	-214826.2345	-19.52215092	0.216259593	0.057588528	0.060774113	0.005653573	0.293995848	0.193154604	0.262497427	0.250352121	3.36E-04	2.081018082	1.00E-12	0.009400929	0.22973126	1
372000	-214847.1838	-214827.2968	-19.8869768	0.220982088	0.061630493	0.062211488	0.005906969	0.224424169	0.193154604	0.289648155	0.292773072	8.18E-05	0.954246446	2.58E-12	0.011309744	0.021915239	1
373000	-214844.6431	-214826.2252	-18.41786916	0.212348184	0.060574847	0.060748757	0.005709785	0.224424169	0.193154604	0.289648155	0.292773072	1.71E-05	0.954246446	6.25E-13	0.043813319	0.035850467	1
374000	-214846.0674	-214828.4224	-17.64500759	0.226719834	0.059352923	0.062049164	0.005389476	0.260272211	0.193154604	0.289648155	0.256925029	4.60E-06	0.112460504	9.21E-13	0.043813319	0.183935489	1
375000	-214845.0654	-214827.1005	-17.96494411	0.212313745	0.056662904	0.063442416	0.005634766	0.323312152	0.193154604	0.226608215	0.256925029	2.31E-05	0.095966624	7.92E-13	0.223862348	0.67929169	1
376000	-214843.5229	-214825.8967	-17.6261539	0.212373155	0.059924576	0.060945453	0.005741092	0.308068889	0.193154604	0.226608215	0.272168291	6.34E-05	0.410698982	7.92E-13	0.631681335	0.523192942	1
377000	-214844.707	-214827.1029	-17.60408411	0.217329363	0.055606042	0.061634812	0.005548483	0.289738635	0.193154604	0.212161356	0.304945404	9.40E-05	0.068263408	7.92E-13	0.631681335	0.551556467	1
378000	-214849.2821	-214827.9744	-21.30770663	0.214105159	0.062563711	0.062573424	0.005815086	0.311640637	0.193154604	0.212161356	0.283043402	9.40E-05	0.241804367	8.51E-13	0.631681335	0.523215971	1
379000	-214844.9239	-214826.8331	-18.09084919	0.21434062	0.061240568	0.06040996	0.005972471	0.300783157	0.193154604	0.223018836	0.283043402	3.68E-05	0.092372573	2.21E-12	0.845615318	0.040029658	1
380000	-214844.8041	-214826.83	-17.97409984	0.212299504	0.057349258	0.061397102	0.005437779	0.291834687	0.178003903	0.223018836	0.307142574	1.36E-05	0.11061975	4.53E-12	0.845615318	0.030353415	1
381000	-214844.6399	-214827.0705	-17.56936876	0.206082287	0.057115224	0.06334359	0.005438821	0.294946072	0.200932111	0.248732274	0.255389542	7.23E-06	0.196472018	1.67E-11	0.845615318	0.127326768	1
382000	-214846.2676	-214827.2078	-19.05970987	0.210833977	0.060290553	0.061722053	0.005967549	0.294946072	0.200932111	0.248732274	0.255389542	3.36E-06	0.196472018	6.77E-13	0.471643428	0.318950581	1
383000	-214845.9736	-214828.6479	-17.32566576	0.221033913	0.055458246	0.062103249	0.005245278	0.294946072	0.200932111	0.248732274	0.255389542	3.36E-06	0.193083733	1.84E-12	0.045788621	0.728519294	1
384000	-214847.4086	-214829.9641	-17.4445812	0.247550876	0.056701022	0.063287377	0.005567921	0.294946072	0.1974325	0.248732274	0.258889154	2.93E-06	0.628588451	1.89E-11	0.032421257	1.605653899	1
385000	-214844.7815	-214826.7935	-17.98802003	0.216107157	0.060029516	0.059712021	0.005706307	0.294946072	0.1974325	0.278359384	0.229262044	4.11E-07	0.428051544	1.67E-11	0.063959598	1.605653899	1
386000	-214844.9276	-214827.389	-17.53855171	0.224058486	0.059816817	0.061263833	0.00549424	0.294946072	0.1974325	0.278359384	0.229262044	3.41E-06	1.441657829	9.74E-12	0.157133313	1.938413229	1
387000	-214849.645	-214830.1728	-19.47216273	0.200009214	0.060931062	0.06413665	0.005510772	0.294946072	0.1974325	0.281336689	0.226284739	9.73E-06	0.371044356	2.85E-11	0.202017554	3.311526944	1
388000	-214844.8988	-214826.8058	-18.09304756	0.216289339	0.060360035	0.061969399	0.005928285	0.302156775	0.1974325	0.270689806	0.229720919	9.51E-06	0.09326067	1.57E-11	0.286475368	0.945720387	1
389000	-214846.7228	-214828.3331	-18.38977779	0.214650728	0.063256319	0.059765658	0.00579678	0.32371774	0.1974325	0.249128841	0.229720919	7.07E-05	0.084366619	1.57E-11	0.453818527	0.473606571	1
390000	-214843.4083	-214826.2449	-17.16341776	0.21787761	0.06095481	0.061873925	0.005777993	0.275768923	0.1974325	0.263456819	0.263341758	1.91E-04	0.407169759	3.83E-11	0.126546642	0.128079922	1
391000	-214845.9676	-214827.9973	-17.97028288	0.202789819	0.059969658	0.06109955	0.005502386	0.275768923	0.157576294	0.248019249	0.318635534	4.55E-04	0.407169759	1.04E-11	0.426180584	0.113452814	1
392000	-214844.9313	-214827.6154	-17.31588283	0.206844884	0.058754917	0.059634954	0.005795024	0.323298227	0.154388374	0.278992334	0.243321065	4.87E-04	1.370852389	4.35E-12	0.043944574	0.585856026	1
393000	-214844.1978	-214826.3636	-17.83418635	0.224756054	0.059352665	0.061170564	0.005584493	0.274101831	0.20358477	0.218843704	0.303469695	0.001319213	0.565209937	5.59E-12	0.198864412	0.424334336	1
394000	-214843.4801	-214826.3451	-17.13500383	0.216957322	0.060310968	0.060508035	0.005906791	0.327783214	0.200732195	0.258238401	0.213246191	0.001319213	0.458803701	1.09E-11	0.097205458	0.23947182	1
